rainfall_24h,rainfall_intensity,soil_moisture,slope,elevation,historical_events,temperature,humidity,pore_water_pressure,risk_probability,risk_percentage,risk_category,landslide_occurred
24.95,5.35,32.97,50.09,1434.3,9,19.9,63.3,3.15,0.0968,9.68,LOW,0
19.21,3.96,31.02,44.41,1247.3,8,18.9,66.0,4.0,0.0289,2.89,LOW,0
17.77,3.35,39.82,46.23,624.1,5,23.4,66.4,2.95,0.0665,6.65,LOW,0
0.94,0.26,28.02,49.98,1405.6,6,21.5,60.8,1.54,0.0513,5.13,LOW,0
14.31,3.0,38.63,54.78,729.8,18,23.3,59.8,3.66,0.1056,10.56,LOW,0
130.57,20.97,61.21,35.3,2416.4,9,13.1,86.2,15.61,0.6447,64.47,HIGH,1
72.38,11.35,45.02,36.4,866.1,7,19.3,60.6,9.03,0.1257,12.57,LOW,0
13.98,3.05,26.39,25.7,422.8,6,23.4,69.9,2.82,0.0185,1.85,LOW,0
31.02,6.32,35.19,42.11,1879.5,10,16.7,57.9,5.53,0.0504,5.04,LOW,0
65.77,7.97,41.79,21.62,2005.9,11,15.5,67.9,6.89,0.1358,13.58,LOW,0
20.37,5.15,28.36,38.85,2822.1,4,10.0,71.6,3.99,0.0649,6.49,LOW,0
0.63,0.15,15.68,41.03,1952.1,8,21.2,73.5,0.5,0.0326,3.26,LOW,0
105.91,23.92,61.98,33.69,1269.2,14,22.5,77.0,15.1,0.6137,61.37,HIGH,1
161.72,21.19,68.36,42.49,2618.9,9,19.1,76.1,22.59,0.9254,92.54,CRITICAL,1
122.08,21.72,66.56,21.1,1843.8,6,13.8,83.4,15.98,0.4655,46.55,MODERATE,0
41.36,11.15,36.1,21.75,483.9,4,26.1,66.0,5.55,0.0369,3.69,LOW,0
2.57,0.66,28.94,51.21,1919.3,8,16.4,54.0,0.87,0.0611,6.11,LOW,0
7.35,1.22,27.43,35.95,2928.7,6,11.9,62.4,1.87,0.0221,2.21,LOW,0
51.64,7.49,41.53,27.45,1419.1,8,24.8,59.9,5.01,0.0859,8.59,LOW,0
64.46,12.37,38.0,40.44,1124.2,3,17.5,70.8,7.33,0.1099,10.99,LOW,0
33.65,5.95,40.33,48.88,673.2,3,22.9,59.5,5.69,0.0463,4.63,LOW,0
36.19,8.29,33.3,31.22,696.8,5,22.3,53.6,3.72,0.0249,2.49,LOW,0
171.67,47.15,77.7,43.51,1526.7,10,18.2,75.8,24.74,0.9074,90.74,CRITICAL,1
61.72,10.99,34.98,25.2,2007.3,5,11.7,65.6,4.91,0.0739,7.39,LOW,0
54.34,7.06,36.44,22.94,487.8,6,28.5,71.2,5.66,0.0503,5.03,LOW,0
10.49,2.77,29.8,40.7,3021.7,13,14.7,69.1,2.59,0.0596,5.96,LOW,0
43.17,5.44,36.27,40.97,2477.6,4,15.8,75.0,4.48,0.1154,11.54,LOW,0
8.47,2.31,29.65,43.99,1980.5,8,13.8,52.2,1.62,0.0521,5.21,LOW,0
1.44,0.33,26.44,47.13,2693.9,11,13.9,58.9,3.7,0.0448,4.48,LOW,0
7.86,2.13,36.34,61.8,486.6,13,27.5,57.5,1.89,0.0774,7.74,LOW,0
6.89,1.05,29.63,40.27,1656.7,12,19.9,60.4,1.53,0.0562,5.62,LOW,0
14.42,1.82,26.88,34.84,2108.8,14,16.3,70.6,3.85,0.0385,3.85,LOW,0
18.97,3.76,28.35,49.95,2694.5,8,16.7,63.8,2.69,0.1023,10.23,LOW,0
24.86,4.78,37.98,33.17,2561.2,6,12.1,68.9,4.21,0.0504,5.04,LOW,0
22.67,3.92,23.71,38.13,1067.4,9,21.7,76.7,2.09,0.0511,5.11,LOW,0
11.05,3.02,30.89,24.78,3025.6,8,12.9,52.3,3.12,0.0183,1.83,LOW,0
1.04,0.26,19.71,20.56,616.8,9,25.4,57.3,2.77,0.0258,2.58,LOW,0
32.52,7.34,39.65,60.29,2831.6,3,13.8,68.3,3.2,0.1457,14.57,LOW,0
17.63,2.58,27.78,51.85,3114.3,10,12.2,64.2,2.35,0.0703,7.03,LOW,0
12.42,2.95,31.11,46.01,772.6,4,25.1,68.2,1.79,0.0615,6.15,LOW,0
70.59,16.68,44.95,37.33,2380.1,7,14.0,68.3,7.18,0.1271,12.71,LOW,0
48.07,9.04,31.53,29.53,368.8,8,24.2,68.4,6.33,0.0625,6.25,LOW,0
146.46,39.25,69.21,28.81,1446.0,2,20.4,77.4,20.5,0.8086,80.86,CRITICAL,1
23.91,3.51,28.09,32.47,1773.0,5,22.0,70.0,5.16,0.032,3.2,LOW,0
4.91,0.8,30.38,41.23,1962.9,11,17.1,61.0,3.75,0.0636,6.36,LOW,0
41.7,5.43,31.67,46.7,3011.0,7,12.9,74.7,5.51,0.0803,8.03,LOW,0
136.11,33.66,64.32,44.76,2233.1,6,16.0,88.9,19.21,0.7452,74.52,HIGH,1
20.37,4.47,30.9,33.47,1669.8,5,23.9,55.4,4.29,0.0448,4.48,LOW,0
2.35,0.4,22.65,59.53,2638.5,7,13.1,69.7,3.8,0.0475,4.75,LOW,0
61.07,8.93,49.0,47.59,3054.1,10,12.7,74.7,7.93,0.1732,17.32,LOW,0
4.71,0.6,26.49,41.38,315.1,14,24.5,59.8,2.91,0.0703,7.03,LOW,0
233.42,34.24,88.25,43.15,3148.4,10,7.9,99.0,35.0,0.9954,99.54,CRITICAL,1
69.89,13.46,46.06,37.62,504.1,9,25.2,67.4,7.36,0.2397,23.97,LOW,0
21.86,3.49,23.84,32.38,2652.4,8,16.4,71.4,3.78,0.0433,4.33,LOW,0
47.74,7.71,50.63,35.83,1077.0,8,23.7,67.8,7.61,0.212,21.2,LOW,0
33.81,8.79,29.04,48.38,639.9,10,19.3,70.4,3.17,0.1151,11.51,LOW,0
56.87,11.51,43.68,19.19,1547.6,8,21.3,64.7,5.61,0.1338,13.38,LOW,0
19.79,4.68,30.85,26.9,2149.7,6,12.3,64.7,2.55,0.0559,5.59,LOW,0
53.93,6.78,46.0,22.49,1373.8,11,22.5,73.4,7.82,0.0757,7.57,LOW,0
172.64,30.8,74.23,22.05,411.0,14,27.1,87.7,24.83,0.942,94.2,CRITICAL,1
99.04,19.48,49.54,52.84,2018.4,8,16.5,78.2,9.73,0.5125,51.25,HIGH,1
23.32,3.49,22.24,46.29,2912.1,10,13.8,58.9,1.89,0.0839,8.39,LOW,0
21.74,3.03,22.19,39.09,1380.5,10,19.7,65.1,1.96,0.0759,7.59,LOW,0
53.81,13.95,38.88,25.92,888.2,10,23.5,63.5,5.05,0.0676,6.76,LOW,0
60.33,16.31,48.74,39.57,1555.6,13,15.8,68.9,5.89,0.205,20.5,LOW,0
28.3,3.75,24.56,39.07,392.7,9,25.2,61.3,3.86,0.0459,4.59,LOW,0
6.94,1.22,36.19,29.53,2670.4,10,15.6,59.8,2.26,0.0861,8.61,LOW,0
22.07,6.03,36.62,38.0,2687.7,9,9.9,52.8,3.99,0.0411,4.11,LOW,0
120.55,16.07,52.01,37.04,1984.6,4,19.1,78.2,10.99,0.2707,27.07,MODERATE,0
48.94,10.91,33.28,43.29,1291.7,8,15.8,66.7,6.0,0.0737,7.37,LOW,0
58.34,16.08,36.41,43.91,2609.4,4,10.7,59.7,5.74,0.095,9.5,LOW,0
1.17,0.32,26.82,22.43,1886.3,10,16.8,62.2,2.56,0.0243,2.43,LOW,0
145.16,28.36,65.36,36.37,2686.5,5,13.6,86.7,20.6,0.7811,78.11,CRITICAL,1
36.41,5.32,34.73,43.61,2112.8,4,14.9,67.4,4.64,0.0654,6.54,LOW,0
62.03,9.45,39.84,39.89,2564.0,10,12.4,74.0,8.56,0.1294,12.94,LOW,0
1.77,0.46,26.39,52.89,2015.8,12,19.7,57.1,0.5,0.0779,7.79,LOW,0
66.97,17.81,47.94,44.7,1471.7,6,22.9,68.8,7.46,0.2491,24.91,LOW,0
27.82,6.04,32.15,29.09,3075.9,8,10.0,64.6,1.81,0.0425,4.25,LOW,0
7.69,1.87,23.84,24.27,1846.3,6,16.9,62.0,2.64,0.0296,2.96,LOW,0
13.36,3.18,33.7,44.16,2035.0,12,16.1,47.9,2.89,0.0655,6.55,LOW,0
11.59,2.62,27.14,20.68,900.4,4,28.6,56.2,1.47,0.0157,1.57,LOW,0
26.49,6.69,35.18,42.34,2095.7,12,16.5,70.0,5.85,0.1133,11.33,LOW,0
136.83,31.42,62.81,58.25,1936.2,4,21.3,75.8,17.11,0.7686,76.86,CRITICAL,1
6.04,1.24,32.12,42.02,795.3,13,25.5,59.4,0.5,0.0809,8.09,LOW,0
58.63,9.26,47.58,36.75,425.8,4,25.4,68.5,7.7,0.1809,18.09,LOW,0
4.98,1.19,32.39,44.18,2032.9,12,15.2,52.7,2.99,0.056,5.6,LOW,0
9.3,1.82,24.85,38.65,2502.9,3,16.2,70.9,1.94,0.0372,3.72,LOW,0
172.04,28.76,70.36,41.12,1794.0,8,16.2,85.6,24.58,0.9362,93.62,CRITICAL,1
25.48,6.33,36.5,58.35,919.0,10,22.0,58.7,2.72,0.1272,12.72,LOW,0
50.48,11.68,38.81,36.69,2216.2,10,17.5,71.5,5.11,0.1215,12.15,LOW,0
20.75,5.6,30.64,60.14,486.3,11,24.7,61.3,3.54,0.114,11.4,LOW,0
54.6,8.0,36.81,55.73,1553.4,6,18.5,68.5,6.54,0.165,16.5,LOW,0
33.71,7.55,41.49,30.45,731.9,7,23.2,73.5,4.29,0.0681,6.81,LOW,0
4.2,0.67,31.38,24.2,794.2,8,21.9,57.4,1.75,0.019,1.9,LOW,0
166.87,44.15,71.13,26.08,846.8,6,24.5,91.9,23.32,0.7012,70.12,HIGH,1
20.11,2.73,27.4,19.71,1390.8,6,20.4,61.0,0.95,0.0208,2.08,LOW,0
17.7,3.98,26.51,25.73,400.9,11,22.4,63.1,2.56,0.0322,3.22,LOW,0
47.63,11.74,39.0,45.55,1423.5,9,19.0,69.0,3.36,0.1956,19.56,LOW,0
30.42,5.38,35.45,24.32,1759.5,9,17.4,62.5,3.1,0.0459,4.59,LOW,0
17.19,4.69,25.5,34.72,1675.7,5,17.8,56.5,1.37,0.0362,3.62,LOW,0
157.97,40.46,63.01,52.29,1379.2,6,21.9,86.4,20.44,0.8313,83.13,CRITICAL,1
9.0,1.5,27.92,20.33,2725.5,7,11.3,68.1,1.72,0.0171,1.71,LOW,0
29.99,3.63,37.72,50.82,678.7,11,31.0,68.3,5.27,0.0852,8.52,LOW,0
19.27,3.23,30.77,33.54,1741.8,6,21.9,66.5,1.22,0.021,2.1,LOW,0
25.32,4.18,30.84,27.0,433.0,6,29.1,61.1,3.16,0.0421,4.21,LOW,0
6.55,1.72,21.18,46.04,459.9,12,22.9,65.1,2.33,0.0637,6.37,LOW,0
38.06,10.46,32.49,43.71,1942.9,3,12.2,67.9,4.72,0.105,10.5,LOW,0
67.0,8.79,48.15,54.04,1919.8,7,16.6,75.2,9.96,0.296,29.6,MODERATE,0
10.44,2.04,21.66,47.48,2840.2,7,13.1,62.2,0.5,0.0479,4.79,LOW,0
23.67,4.92,40.49,50.32,1895.7,8,17.2,67.1,2.97,0.041,4.1,LOW,0
129.86,17.51,61.79,33.54,3081.4,7,9.7,76.6,18.44,0.7475,74.75,HIGH,1
14.19,2.56,21.04,29.71,393.6,7,21.5,66.3,1.62,0.0275,2.75,LOW,0
31.64,5.4,36.38,48.09,539.1,5,23.4,57.2,4.51,0.0323,3.23,LOW,0
3.31,0.68,28.18,50.47,380.0,8,25.3,58.5,1.23,0.056,5.6,LOW,0
32.6,7.36,31.94,64.11,796.6,8,22.4,60.7,2.48,0.0878,8.78,LOW,0
3.29,0.76,30.62,37.43,1846.7,8,16.6,81.5,1.37,0.0283,2.83,LOW,0
112.0,15.89,53.26,36.3,2154.4,7,14.2,80.7,14.71,0.4355,43.55,MODERATE,0
44.02,11.01,40.48,49.15,384.5,6,30.0,60.1,4.04,0.082,8.2,LOW,0
54.32,12.42,40.03,35.38,3040.6,9,13.0,59.9,5.62,0.1394,13.94,LOW,0
42.62,11.18,35.52,57.51,2734.4,6,15.4,55.9,4.47,0.1099,10.99,LOW,0
31.18,5.98,40.45,53.0,1125.0,8,22.5,57.8,5.19,0.1221,12.21,LOW,0
20.92,5.5,35.77,37.87,477.7,11,22.0,58.0,4.48,0.076,7.6,LOW,0
68.41,17.69,38.62,48.1,751.2,7,25.7,64.4,6.86,0.1812,18.12,LOW,0
110.0,20.92,57.7,48.24,624.5,10,27.9,73.7,10.23,0.5495,54.95,HIGH,1
24.19,4.38,41.24,26.21,613.7,12,28.4,68.6,2.91,0.0561,5.61,LOW,0
93.85,25.27,58.12,55.55,1779.8,8,19.8,72.9,10.62,0.6155,61.55,HIGH,1
30.64,7.18,29.03,39.95,975.2,12,22.6,68.9,4.76,0.104,10.4,LOW,0
27.06,7.26,40.56,51.39,1306.5,12,20.8,57.7,3.05,0.0869,8.69,LOW,0
21.21,5.25,35.59,34.75,3169.0,11,11.9,60.9,5.04,0.0377,3.77,LOW,0
110.7,24.08,50.75,55.11,2268.7,9,11.4,71.0,12.52,0.4609,46.09,MODERATE,0
179.74,24.9,76.36,36.78,3049.5,8,12.8,89.6,27.84,0.9447,94.47,CRITICAL,1
9.67,1.61,30.1,18.63,670.5,6,23.1,60.4,4.78,0.0139,1.39,LOW,0
24.95,6.86,26.6,55.73,1377.3,3,25.9,74.4,2.25,0.0497,4.97,LOW,0
16.73,2.86,33.21,25.55,1886.5,3,16.9,58.5,1.38,0.013,1.3,LOW,0
20.83,2.81,42.98,34.73,476.4,6,25.9,56.9,3.8,0.0664,6.64,LOW,0
138.07,32.2,70.49,59.09,262.4,2,26.9,82.5,20.47,0.8464,84.64,CRITICAL,1
15.09,3.58,30.04,59.14,2227.8,3,14.0,61.2,2.15,0.0834,8.34,LOW,0
21.06,3.49,29.49,41.96,2143.4,14,17.4,66.2,3.15,0.0631,6.31,LOW,0
117.16,19.64,59.45,43.81,1461.8,7,20.8,77.2,15.75,0.3769,37.69,MODERATE,0
64.66,12.61,38.23,38.39,1694.5,9,21.2,68.9,7.57,0.1007,10.07,LOW,0
155.79,19.24,66.23,33.91,1475.6,7,21.7,79.4,19.99,0.6604,66.04,HIGH,1
29.59,7.29,23.48,35.02,320.8,6,26.7,62.8,3.52,0.0237,2.37,LOW,0
50.05,8.55,41.19,45.18,1239.3,11,19.1,58.3,4.78,0.1949,19.49,LOW,0
5.68,1.46,24.9,48.16,772.4,4,21.8,68.0,0.8,0.035,3.5,LOW,0
29.69,7.38,36.4,49.8,540.4,8,29.2,72.1,5.3,0.1047,10.47,LOW,0
10.24,2.31,28.47,49.71,3072.3,5,11.3,67.2,0.5,0.0702,7.02,LOW,0
9.06,1.56,22.48,25.54,2018.1,12,22.1,58.6,2.56,0.0205,2.05,LOW,0
0.41,0.08,26.12,39.65,2399.5,9,12.8,56.3,1.65,0.0466,4.66,LOW,0
4.89,0.93,22.8,23.38,1180.3,1,27.0,63.7,2.75,0.0084,0.84,LOW,0
12.95,2.26,36.9,41.24,1409.8,6,17.9,56.2,2.18,0.0484,4.84,LOW,0
4.35,1.11,22.0,38.2,948.9,12,21.7,67.5,3.31,0.0681,6.81,LOW,0
149.05,29.42,64.38,54.64,536.0,8,26.2,68.1,19.05,0.7634,76.34,CRITICAL,1
12.92,3.27,23.55,35.68,778.1,10,26.2,59.2,4.0,0.056,5.6,LOW,0
4.89,0.67,20.87,26.95,2602.7,9,15.4,54.3,2.4,0.0267,2.67,LOW,0
7.77,1.11,27.33,28.2,2248.8,12,10.8,68.6,1.33,0.0291,2.91,LOW,0
106.34,29.39,48.55,48.53,1863.4,12,16.3,82.4,11.84,0.3841,38.41,MODERATE,0
2.32,0.5,24.71,43.36,1651.5,10,16.1,63.7,2.52,0.0511,5.11,LOW,0
69.43,13.99,46.59,26.1,2971.2,5,8.2,81.9,7.72,0.1251,12.51,LOW,0
114.0,23.22,54.8,25.13,464.6,7,25.4,77.2,12.5,0.301,30.1,MODERATE,0
9.92,1.53,16.76,46.19,1077.8,11,16.8,65.3,3.16,0.0379,3.79,LOW,0
20.93,4.92,37.53,24.42,1282.3,7,23.4,53.6,2.45,0.0416,4.16,LOW,0
0.78,0.1,26.55,51.17,2558.2,11,15.8,58.2,1.18,0.0926,9.26,LOW,0
35.83,7.59,36.42,46.39,3177.9,7,14.6,66.0,4.88,0.1196,11.96,LOW,0
18.7,3.95,29.08,24.96,960.0,7,20.1,57.3,2.77,0.0505,5.05,LOW,0
11.02,2.93,32.14,25.17,2829.2,7,10.0,63.2,0.67,0.0195,1.95,LOW,0
8.11,1.66,31.96,63.39,2700.3,8,15.8,49.4,1.5,0.046,4.6,LOW,0
37.15,5.27,40.59,36.36,912.7,10,25.8,68.6,5.12,0.0955,9.55,LOW,0
18.84,3.99,31.62,36.26,1428.0,2,23.5,60.2,2.8,0.0261,2.61,LOW,0
81.5,10.97,40.94,50.75,1458.5,7,22.9,67.5,7.91,0.3196,31.96,MODERATE,0
134.68,20.55,64.73,58.84,3135.8,9,11.3,84.7,17.95,0.7483,74.83,HIGH,1
29.14,3.64,34.5,63.28,783.6,6,22.5,73.2,4.27,0.0804,8.04,LOW,0
68.48,13.84,41.43,48.2,2607.5,9,15.5,75.6,7.22,0.2086,20.86,LOW,0
4.37,0.58,22.22,36.42,1235.9,5,20.1,55.8,0.5,0.0266,2.66,LOW,0
53.91,10.52,42.81,25.09,2406.1,7,15.0,72.1,6.1,0.0931,9.31,LOW,0
39.18,10.55,35.59,49.18,1489.0,5,18.9,64.3,3.99,0.0803,8.03,LOW,0
4.28,1.01,24.25,41.5,1956.2,7,17.9,67.4,2.22,0.0178,1.78,LOW,0
107.95,14.29,63.59,37.74,2706.2,8,16.2,77.5,15.42,0.7917,79.17,CRITICAL,1
20.39,3.18,34.07,55.8,2622.3,11,12.7,54.2,2.18,0.0953,9.53,LOW,0
101.51,23.12,55.59,26.64,2805.9,8,11.3,73.8,12.23,0.5612,56.12,HIGH,1
147.97,38.94,72.52,39.6,425.9,8,25.4,77.2,21.79,0.8122,81.22,CRITICAL,1
36.03,4.51,36.74,18.72,2291.5,4,12.4,60.7,4.07,0.0202,2.02,LOW,0
16.84,4.21,26.2,38.93,663.0,9,26.0,60.6,1.49,0.0383,3.83,LOW,0
109.98,23.08,53.85,23.28,1476.7,6,20.2,78.1,11.46,0.3688,36.88,MODERATE,0
14.02,2.91,32.58,27.03,1868.3,9,17.6,67.6,2.79,0.0432,4.32,LOW,0
114.63,31.32,60.22,26.97,1438.1,10,20.9,74.0,13.8,0.4597,45.97,MODERATE,0
81.11,19.44,49.94,44.38,1782.9,6,14.5,79.4,7.36,0.2301,23.01,LOW,0
11.03,2.82,22.4,47.91,3189.8,4,14.0,51.4,1.65,0.039,3.9,LOW,0
56.96,10.06,45.01,42.26,648.9,8,23.1,63.5,5.31,0.1241,12.41,LOW,0
189.95,39.64,77.86,60.24,2242.6,4,14.7,99.0,29.37,0.9837,98.37,CRITICAL,1
10.19,2.23,30.85,36.38,1418.2,14,22.4,54.7,1.08,0.0707,7.07,LOW,0
20.09,3.44,26.48,33.66,642.4,6,26.0,70.5,4.38,0.0256,2.56,LOW,0
94.58,19.98,61.31,53.55,718.3,7,29.0,74.0,14.6,0.3554,35.54,MODERATE,0
12.23,1.93,29.66,31.51,3050.4,3,8.8,61.4,1.91,0.015,1.5,LOW,0
0.54,0.08,23.06,60.35,2844.8,7,10.0,65.7,1.41,0.0541,5.41,LOW,0
8.7,1.56,30.67,18.85,2925.8,10,8.9,66.1,3.42,0.0293,2.93,LOW,0
11.59,2.76,32.54,61.08,3175.0,9,10.9,69.7,3.76,0.0939,9.39,LOW,0
20.52,5.47,33.92,22.25,864.5,7,22.6,61.6,2.76,0.0366,3.66,LOW,0
6.57,1.27,21.87,54.84,1298.5,8,19.1,61.8,1.82,0.0576,5.76,LOW,0
72.3,16.11,50.96,40.6,2224.2,7,15.6,69.3,8.2,0.3102,31.02,MODERATE,0
42.72,5.83,35.24,64.66,1677.2,3,16.2,59.7,3.86,0.1381,13.81,LOW,0
3.12,0.83,25.79,24.48,1484.2,3,23.7,61.5,3.06,0.0178,1.78,LOW,0
36.75,7.75,24.25,41.37,1305.5,12,19.1,64.5,3.76,0.0446,4.46,LOW,0
37.11,9.09,33.07,61.01,2001.7,4,15.6,54.3,3.48,0.1088,10.88,LOW,0
193.9,47.91,76.94,40.46,1948.0,10,11.3,95.7,28.92,0.9732,97.32,CRITICAL,1
0.11,0.02,27.28,43.73,726.3,3,19.9,60.9,1.63,0.0233,2.33,LOW,0
9.97,2.04,25.17,46.01,1641.6,9,17.5,57.3,4.96,0.0347,3.47,LOW,0
91.99,25.17,42.65,38.55,1882.7,12,16.9,75.8,8.81,0.3813,38.13,MODERATE,0
165.31,22.21,72.5,43.67,1932.3,7,19.2,81.7,24.31,0.8537,85.37,CRITICAL,1
44.63,10.23,36.24,42.29,869.8,7,19.5,67.9,5.35,0.0933,9.33,LOW,0
50.8,13.92,35.58,55.46,2439.7,7,15.7,75.9,5.1,0.1464,14.64,LOW,0
3.36,0.56,26.38,22.44,324.3,17,27.8,62.9,2.6,0.045,4.5,LOW,0
92.83,23.93,42.09,33.51,1296.8,6,22.6,71.0,9.24,0.1374,13.74,LOW,0
9.22,2.48,30.68,59.12,2551.6,6,16.6,55.2,5.0,0.068,6.8,LOW,0
7.0,1.68,26.05,54.79,1913.5,11,14.6,56.8,2.23,0.0494,4.94,LOW,0
58.18,9.14,39.95,38.58,1020.4,6,23.7,73.6,3.58,0.0999,9.99,LOW,0
5.08,0.88,31.19,43.42,2300.1,8,19.8,60.4,4.47,0.0587,5.87,LOW,0
22.13,2.78,28.52,33.39,1923.8,10,20.9,66.7,2.63,0.0636,6.36,LOW,0
189.78,48.02,79.43,30.14,2598.9,11,18.4,86.8,29.22,0.9748,97.48,CRITICAL,1
135.82,34.76,62.38,38.8,2418.3,7,15.3,74.8,16.71,0.6213,62.13,HIGH,1
133.57,29.55,78.48,35.75,2049.8,10,15.2,83.6,20.27,0.7746,77.46,CRITICAL,1
180.78,31.89,78.06,42.27,1690.1,7,12.4,82.3,26.28,0.9647,96.47,CRITICAL,1
28.39,3.76,27.24,24.73,642.9,4,21.4,61.8,1.39,0.0314,3.14,LOW,0
6.53,1.57,35.59,61.62,1020.9,9,21.1,53.6,1.7,0.1316,13.16,LOW,0
13.3,3.14,33.94,63.32,1486.3,11,19.0,56.4,3.33,0.2106,21.06,LOW,0
19.34,5.14,30.64,46.09,2017.9,9,14.9,68.3,1.42,0.0449,4.49,LOW,0
188.72,44.7,75.65,40.84,1765.4,9,19.1,94.6,28.2,0.9691,96.91,CRITICAL,1
11.53,2.91,21.6,34.42,1100.1,4,22.4,68.3,4.77,0.0226,2.26,LOW,0
125.43,30.02,62.27,50.79,269.1,2,26.6,85.4,16.35,0.7514,75.14,CRITICAL,1
5.83,1.29,23.26,45.61,1713.9,9,20.5,58.7,0.85,0.0281,2.81,LOW,0
46.26,8.71,33.55,29.08,1092.6,12,20.8,70.9,5.2,0.1077,10.77,LOW,0
0.01,0.0,28.88,56.1,2417.1,9,17.4,66.3,2.96,0.0564,5.64,LOW,0
31.74,7.11,41.61,51.2,320.6,6,23.2,59.5,5.68,0.116,11.6,LOW,0
86.67,15.92,46.89,59.07,1975.2,8,16.4,74.2,9.5,0.4999,49.99,MODERATE,1
11.89,1.58,32.36,47.12,3027.3,9,12.1,61.0,3.3,0.0478,4.78,LOW,0
7.18,1.2,28.07,43.21,764.5,7,19.0,49.8,3.21,0.023,2.3,LOW,0
36.91,7.64,37.13,37.58,1641.4,14,17.7,67.5,5.07,0.09,9.0,LOW,0
43.64,7.16,33.13,57.66,519.7,6,26.9,62.3,4.92,0.1022,10.22,LOW,0
40.77,6.34,35.35,53.41,2095.8,15,15.4,72.4,3.96,0.1078,10.78,LOW,0
13.46,2.75,23.29,22.42,1874.1,10,13.1,57.4,3.52,0.0123,1.23,LOW,0
10.17,1.5,21.74,20.67,1451.7,10,17.8,63.5,1.86,0.0384,3.84,LOW,0
109.26,27.1,58.18,36.42,1788.1,9,14.8,77.1,16.05,0.6109,61.09,HIGH,1
89.87,17.75,47.54,50.64,2894.9,7,13.3,63.1,9.05,0.2592,25.92,MODERATE,0
21.39,4.53,26.41,63.5,829.1,11,23.7,61.3,3.82,0.1018,10.18,LOW,0
65.52,9.41,37.3,28.54,316.6,7,22.4,72.0,5.12,0.1157,11.57,LOW,0
186.14,32.0,69.55,42.6,2791.9,12,8.5,94.1,24.83,0.9639,96.39,CRITICAL,1
19.33,3.59,20.63,36.55,1952.5,13,15.4,63.0,2.13,0.0977,9.77,LOW,0
5.97,1.49,27.23,61.08,2877.4,3,12.3,66.3,0.93,0.0688,6.88,LOW,0
19.45,4.73,17.31,52.16,2011.0,7,15.3,66.1,2.03,0.0391,3.91,LOW,0
192.09,29.9,81.14,51.97,2640.0,10,14.4,92.2,30.42,0.9857,98.57,CRITICAL,1
0.8,0.17,27.54,38.93,1517.5,7,20.4,63.8,1.79,0.026,2.6,LOW,0
101.68,16.16,52.97,37.49,2462.1,7,15.8,73.6,12.89,0.3326,33.26,MODERATE,0
145.0,40.33,65.97,33.26,2943.5,16,8.3,75.8,18.29,0.8589,85.89,CRITICAL,1
39.89,10.86,34.74,23.29,1937.8,8,16.7,75.4,5.19,0.0347,3.47,LOW,0
35.29,7.42,36.01,53.33,783.3,9,26.4,69.9,3.69,0.1096,10.96,LOW,0
84.11,19.5,49.62,50.75,1043.0,9,20.6,72.2,10.64,0.2392,23.92,LOW,0
0.64,0.16,31.69,67.33,836.0,13,21.4,63.8,2.82,0.0815,8.15,LOW,0
97.67,22.99,60.01,65.69,978.2,8,21.4,77.0,13.56,0.5474,54.74,HIGH,1
54.18,12.57,47.68,41.41,1153.9,4,20.4,63.0,6.49,0.1873,18.73,LOW,0
180.7,49.4,71.61,48.83,1887.6,7,17.9,85.1,26.62,0.9434,94.34,CRITICAL,1
13.7,2.95,32.62,58.63,1984.6,9,15.6,70.0,1.14,0.2123,21.23,LOW,0
5.13,1.14,28.97,52.54,1508.2,8,14.7,60.7,2.71,0.0846,8.46,LOW,0
76.49,19.57,43.17,32.36,2065.5,6,19.6,73.7,8.08,0.1893,18.93,LOW,0
22.27,5.06,26.8,38.44,490.6,3,26.6,70.9,3.91,0.0242,2.42,LOW,0
142.04,33.7,62.89,27.55,509.0,9,25.6,81.3,18.0,0.6326,63.26,HIGH,1
157.66,24.83,63.84,59.45,756.9,6,23.6,78.1,19.13,0.8105,81.05,CRITICAL,1
39.25,7.04,29.04,42.98,1778.3,6,17.4,66.6,2.96,0.0575,5.75,LOW,0
57.08,8.2,43.47,31.69,881.3,8,21.2,65.2,6.45,0.082,8.2,LOW,0
37.67,7.57,35.71,45.15,1085.7,2,17.3,57.3,4.16,0.0582,5.82,LOW,0
17.77,3.43,30.11,43.36,1430.9,7,24.2,67.5,3.82,0.0718,7.18,LOW,0
114.97,32.14,61.83,35.89,2645.0,3,13.5,75.7,15.75,0.4017,40.17,MODERATE,0
56.87,12.39,39.94,26.77,290.9,8,22.4,50.6,6.14,0.099,9.9,LOW,0
16.37,4.03,33.74,45.15,2165.7,5,13.5,64.0,3.02,0.0282,2.82,LOW,0
17.19,2.98,26.12,40.38,2223.2,7,16.5,64.2,3.87,0.0526,5.26,LOW,0
3.52,0.89,22.26,48.97,2606.0,9,14.4,72.2,1.9,0.0447,4.47,LOW,0
86.11,18.81,49.18,40.38,3001.6,9,9.6,72.9,9.42,0.2861,28.61,MODERATE,0
92.55,21.43,61.52,52.67,309.4,12,23.6,80.3,10.93,0.6196,61.96,HIGH,1
36.57,6.11,41.67,41.31,703.7,8,22.7,69.4,5.62,0.0517,5.17,LOW,0
